                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/08-14:10,3529,3533,3528,3531,19904,3525.62,3525.88,3527.4,3529.35,3532.86,0,0,0,0,0,0,0,0,0,19904,15767,17092.25,21445.73,0.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,39,62,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.06,-0.43,-0.55,-0.99,1000.38,1000.15,1000.05,1000.02,999.99,1000.11,1000.01,999.98,999.97,1000.36,1,2,3.3,0.61,1.55,1.85,1,1.51,1.45,1.02,0.47,-0.53
 2022/11/08-14:15,3530,3532,3526,3529,11634,3526.3,3526.17,3527.48,3529.34,3532.8,0,0,0,0,0,0,0,0,0,11634,16004.7,17007.07,21431.89,0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,63,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.07,-0.37,-0.53,-0.98,1000.19,1000.08,1000.02,1000,999.98,1000.19,1000.06,1000,999.98,1000.29,3,2,2.9,0.34,1.55,1.75,0,0.73,0.8,0.43,-0.1,-1.07
 2022/11/08-14:20,3529,3537,3527,3537,18291,3528.44,3527.2,3527.94,3529.59,3532.87,1,0,0,1,0,0,0,0,0,18291,16921.1,17258.03,21473.18,0.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.44,-0.21,-0.47,-0.93,1000.61,1000.29,1000.13,1000.07,1000.02,1000.38,1000.16,1000.06,1000.02,1000.4,2,0,3.3,2.42,1.4,1.8,0,2.33,2.78,2.57,2.1,1.17
 2022/11/08-14:25,3536,3540,3535,3536,22339,3529.95,3528.04,3528.34,3529.8,3532.92,0,0,0,0,0,0,0,0,0,22339,17327.3,17290.05,21558.57,1.04,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.66,-0.08,-0.41,-0.88,1000.43,1000.24,1000.11,1000.06,1000.01,1000.4,1000.19,1000.08,1000.04,1000.52,1,4,3.15,0,1.55,1.8,2,1.59,2.26,2.17,1.76,0.87
 2022/11/08-14:30,3536,3537,3532,3535,12457,3530.96,3528.7,3528.66,3529.97,3532.95,0,0,0,0,0,0,0,0,0,12457,17106,17209.03,21591.68,0.58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,66,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.76,0.01,-0.37,-0.84,1000.29,1000.19,1000.09,1000.05,1000.01,1000.38,1000.2,1000.09,1000.04,1000.36,3,1,2.8,0.36,1.6,1.9,0,1.02,1.78,1.8,1.42,0.58
 2022/11/08-14:35,3536,3545,3535,3541,33137,3532.97,3529.88,3529.26,3530.33,3533.09,0,0,0,0,0,0,0,0,0,33137,17289.3,17287.93,21729.67,1.52,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.04,0.17,-0.3,-0.78,1000.57,1000.33,1000.17,1000.1,1000.04,1000.47,1000.26,1000.13,1000.07,1000.43,1,4,2.95,1.69,1.75,1.9,1,2.11,3.15,3.33,3.02,2.24
 2022/11/08-14:40,3541,3550,3541,3548,35579,3535.97,3531.6,3530.18,3530.91,3533.33,0,0,0,0,0,0,0,0,0,35579,19079.8,17286.3,21930.78,1.62,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,68,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.46,0.4,-0.21,-0.69,1000.85,1000.49,1000.26,1000.16,1000.07,1000.53,1000.31,1000.16,1000.09,1000.71,0,2,3.3,2.12,1.8,1.8,0,3.18,4.64,5.05,4.84,4.15
 2022/11/08-14:45,3549,3559,3547,3558,53998,3540.38,3534.12,3531.54,3531.8,3533.74,1,0,0,1,0,0,0,0,0,53998,23579.2,18170.88,22288.78,2.42,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.08,0.73,-0.07,-0.55,1001.25,1000.71,1000.38,1000.25,1000.12,1000.74,1000.43,1000.23,1000.14,1001.05,2,1,3.35,2.69,1.85,1.9,0,4.67,6.76,7.49,7.42,6.87
 2022/11/08-14:50,3557,3565,3551,3563,52822,3544.9,3536.87,3533.07,3532.82,3534.22,0,0,0,0,0,0,0,0,0,52822,28119.6,18812.15,22647.61,2.33,0,0,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.66,1.07,0.07,-0.4,1001.28,1000.78,1000.43,1000.29,1000.14,1000.99,1000.58,1000.31,1000.2,1001.26,6,2,3.6,1.67,1.85,2.1,1,4.72,7.39,8.47,8.54,8.14
 2022/11/08-14:55,3564,3571,3561,3570,59283,3549.92,3540.02,3534.87,3534.04,3534.81,0,0,0,0,0,0,0,0,0,59283,31944.4,20005.93,23010.23,2.58,0,0,1,0,0,0,0,1,0,1,0,0,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.26,1.46,0.23,-0.22,1001.42,1000.89,1000.51,1000.34,1000.17,1001.2,1000.72,1000.4,1000.26,1001.35,3,1,3.65,1.64,1.9,2.1,1,5.2,8.47,9.94,10.17,9.95
 2022/11/08-15:00,3570,3572,3564,3571,56307,3554.14,3542.97,3536.63,3535.25,3535.41,0,0,0,0,0,0,0,0,0,56307,35584.7,21141.6,23353.12,2.41,0,0,1,0,0,0,0,1,0,1,0,0,7,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.65,1.79,0.39,-0.05,1001.19,1000.83,1000.5,1000.34,1000.17,1001.28,1000.8,1000.46,1000.31,1001.3,6,1,3.65,0.27,1.75,2.3,2,4.26,7.91,9.72,10.11,10.07
 2022/11/09-21:05,3571,3582,3567,3574,80477,3558.11,3545.93,3538.46,3536.52,3536.05,0,0,0,0,0,0,0,0,0,80477,42469,22932.43,23800.43,3.38,0,0,0,1,0,0,0,1,0,1,0,0,8,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.95,2.11,0.55,0.13,1001.12,1000.83,1000.52,1000.36,1000.18,1001.25,1000.83,1000.49,1000.33,1001.15,4,8,3.7,0.81,2.05,2.45,2,3.96,7.92,10.04,10.6,10.73
 2022/11/09-21:10,3574,3582,3569,3573,47958,3561.09,3548.51,3540.14,3537.72,3536.66,0,0,0,0,0,0,0,0,0,47958,45435.7,23550.18,24014.23,2,0,0,1,0,0,0,0,1,0,1,0,0,9,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.04,2.36,0.68,0.3,1000.84,1000.73,1000.48,1000.34,1000.17,1001.14,1000.82,1000.5,1000.35,1000.98,4,8,3.7,0.27,2.35,2.55,2,2.86,6.9,9.28,9.97,10.27
 2022/11/09-21:15,3574,3584,3574,3583,30102,3565.47,3551.79,3542.23,3539.2,3537.43,1,0,0,0,0,0,0,0,0,30102,46212,24031.07,24134.03,1.25,0,0,0,0,0,0,0,1,0,1,0,0,10,6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.38,2.7,0.86,0.5,1001.23,1000.93,1000.59,1000.42,1000.22,1001.09,1000.83,1000.52,1000.36,1001.03,0,1,4,2.25,2.3,2.45,0,4.4,8.79,11.51,12.37,12.88
 2022/11/09-21:20,3583,3584,3576,3580,33400,3568.38,3554.48,3544.07,3540.54,3538.13,0,0,0,0,0,0,0,0,0,33400,48306.3,23884.3,24261.31,1.38,0,0,0,0,0,0,0,1,0,1,0,0,11,7,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.42,2.94,1,0.68,1000.81,1000.76,1000.52,1000.38,1000.2,1001,1000.81,1000.53,1000.37,1001.02,4,1,3.9,0.77,2.3,2.65,1,2.77,7.18,10.14,11.14,11.83
 2022/11/09-21:25,3580,3582,3576,3577,15599,3570.1,3556.62,3545.68,3541.74,3538.77,0,0,0,0,0,0,0,0,0,15599,46552.5,23758.57,24134.84,0.65,0,0,0,0,0,0,0,0,1,1,0,0,12,8,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,3.09,1.11,0.84,1000.48,1000.6,1000.45,1000.34,1000.18,1000.84,1000.75,1000.51,1000.37,1000.65,1,2,3.9,0.77,2.35,2.55,0,1.5,5.73,8.83,9.96,10.8
 2022/11/09-21:30,3577,3586,3577,3586,16230,3573.28,3559.42,3547.65,3543.19,3539.55,0,0,0,0,0,0,0,0,0,16230,44617.6,23669.53,23720.53,0.68,0,0,0,0,0,0,0,0,1,1,0,0,13,9,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35,3.32,1.26,1.03,1000.89,1000.79,1000.55,1000.41,1000.22,1000.85,1000.77,1000.53,1000.39,1000.69,0,0,4.3,2.09,2.2,2.45,0,3.12,7.47,10.81,12.08,13.12
 2022/11/09-21:35,3586,3589,3583,3583,28516,3575.22,3561.67,3549.37,3544.49,3540.27,0,0,0,0,0,0,0,0,0,28516,42069.4,23968.8,22302.15,1.28,0,15,0,0,0,0,0,1,0,1,0,0,14,10,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.23,3.47,1.38,1.19,1000.54,1000.63,1000.49,1000.37,1000.2,1000.68,1000.69,1000.5,1000.37,1000.72,0,3,4.3,0.7,2.3,2.35,1,1.78,5.99,9.47,10.86,12.07
 2022/11/09-21:40,3584,3593,3583,3590,33485,3578.18,3564.36,3551.35,3545.99,3541.09,0,0,0,0,0,0,0,0,0,33485,40135.7,24389.88,21899.34,1.53,0,16,0,0,0,0,0,1,0,1,0,0,15,11,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3.67,1.51,1.38,1000.83,1000.76,1000.56,1000.42,1000.23,1000.69,1000.69,1000.51,1000.38,1000.69,1,3,4.55,1.32,2.45,2.25,0,2.9,7.19,10.88,12.41,13.81
 2022/11/09-21:45,3591,3599,3589,3599,38916,3582.34,3567.66,3553.68,3547.72,3542.05,0,0,0,0,0,0,0,0,0,38916,38099,25046.7,21838.91,1.78,0,16,0,0,0,0,0,1,0,1,0,0,16,12,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,3.94,1.68,1.6,1001.16,1000.93,1000.65,1000.49,1000.27,1000.86,1000.78,1000.56,1000.42,1001,2,0,4.55,1.76,2.3,2.2,0,4.21,8.78,12.75,14.45,16.08
 2022/11/09-21:50,3599,3599,3592,3594,24317,3584.68,3570.17,3555.65,3549.24,3542.91,0,0,0,0,0,0,0,0,0,24317,34900,25293.8,21786.33,1.12,0,15,0,0,0,0,0,1,0,1,0,0,17,13,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,4.09,1.8,1.78,1000.65,1000.7,1000.55,1000.43,1000.24,1000.8,1000.75,1000.56,1000.43,1000.91,2,0,4.7,1.06,2.2,2.25,0,2.19,6.67,10.79,12.61,14.42
 2022/11/09-21:55,3594,3595,3587,3587,18219,3585.14,3571.77,3557.18,3550.48,3543.64,0,0,0,0,0,0,0,0,0,18219,28674.2,24952.32,21722.99,0.84,0,15,0,0,0,0,0,0,1,1,0,0,18,14,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1,4.11,1.89,1.93,1000.13,1000.45,1000.43,1000.35,1000.21,1000.69,1000.71,1000.55,1000.42,1000.39,0,1,5,1.4,2.15,2.1,0,0.18,4.26,8.38,10.29,12.24
 2022/11/09-22:00,3588,3590,3582,3586,32354,3585.31,3573.13,3558.58,3551.64,3544.34,0,0,0,0,0,0,0,0,0,32354,27113.8,25331,21789.67,1.48,0,15,0,0,0,0,0,1,0,0,0,1,19,15,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7,4.1,1.95,2.06,1000.05,1000.38,1000.4,1000.33,1000.2,1000.5,1000.61,1000.51,1000.4,1000.09,4,2,4.7,0.43,2.25,2.2,1,-0.08,3.6,7.7,9.67,11.75
 2022/11/09-22:05,3585,3590,3585,3587,18071,3585.65,3574.45,3559.97,3552.8,3545.04,0,0,0,0,0,0,0,0,0,18071,25910.7,25477.25,21707.82,0.83,0,14,0,0,0,0,0,0,1,0,0,1,20,16,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,4.08,2.02,2.18,1000.09,1000.37,1000.39,1000.33,1000.2,1000.23,1000.48,1000.44,1000.36,1000.07,0,3,4.8,0.42,2.2,2.15,0,0.16,3.51,7.59,9.63,11.84
 2022/11/09-22:10,3588,3592,3585,3591,14180,3586.72,3576.03,3561.48,3554.06,3545.8,0,0,0,0,0,0,0,0,0,14180,23988.7,25458.15,21703.22,0.65,0,14,0,0,0,0,0,0,0,0,0,1,21,17,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,4.09,2.09,2.32,1000.3,1000.44,1000.43,1000.35,1000.21,1000.14,1000.41,1000.41,1000.34,1000.2,3,1,4.9,0.61,2.2,2.15,0,0.99,4.19,8.29,10.4,12.75
 2022/11/09-22:15,3591,3593,3589,3592,9117,3587.78,3577.55,3562.97,3555.3,3546.57,0,0,0,0,0,0,0,1,0,9117,23340.5,25444.47,21663.95,0.42,0,13,0,0,0,0,0,0,0,0,0,1,22,18,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,4.1,2.16,2.46,1000.29,1000.43,1000.42,1000.35,1000.22,1000.18,1000.4,1000.41,1000.34,1000.3,2,1,4.7,0.21,2.05,2.2,0,0.99,4.04,8.15,10.32,12.81
 2022/11/09-22:20,3592,3594,3587,3593,9631,3588.82,3579.02,3564.43,3556.54,3547.33,0,0,0,0,0,0,0,0,0,9631,22680.6,25544.25,21607.47,0.45,0,12,0,0,0,0,0,0,0,0,0,1,23,19,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,4.1,2.22,2.59,1000.29,1000.41,1000.41,1000.35,1000.22,1000.24,1000.41,1000.41,1000.34,1000.29,5,1,4.4,0.23,2,2.45,0,0.98,3.91,8.01,10.25,12.87
 2022/11/09-22:25,3593,3596,3591,3594,12544,3589.86,3580.45,3565.88,3557.76,3548.11,0,0,0,0,0,0,0,0,0,12544,21083.4,25538.38,21550.56,0.58,0,11,0,0,0,0,0,0,0,0,0,1,24,20,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,4.1,2.28,2.71,1000.29,1000.4,1000.4,1000.35,1000.22,1000.29,1000.42,1000.41,1000.35,1000.29,2,2,4,0.25,2.05,2.45,0,0.98,3.79,7.89,10.19,12.93
 2022/11/09-22:30,3594,3603,3592,3601,33794,3592.09,3582.4,3567.59,3559.18,3548.98,0,0,0,0,0,0,0,0,0,33794,21114.3,26072.32,21612.16,1.56,0,11,0,0,0,1,0,1,0,1,0,0,25,21,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,4.16,2.36,2.87,1000.62,1000.55,1000.48,1000.4,1000.25,1000.37,1000.45,1000.43,1000.36,1000.45,2,2,4.05,1.73,2.05,2.25,0,2.28,5.19,9.36,11.75,14.66
 2022/11/09-22:35,3601,3607,3599,3602,55587,3594.07,3584.27,3569.27,3560.59,3549.86,0,0,0,0,0,0,0,0,0,55587,22781.4,27113.53,21925.16,2.54,0,11,1,0,0,0,0,1,0,1,0,0,26,22,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.97,4.21,2.44,3.01,1000.55,1000.52,1000.47,1000.39,1000.25,1000.44,1000.47,1000.44,1000.37,1000.59,2,5,3.8,0.26,2.25,2.2,2,1.99,4.95,9.17,11.63,14.69
 2022/11/09-22:40,3601,3603,3596,3598,19580,3594.85,3585.58,3570.67,3561.81,3550.65,0,0,0,0,0,0,0,0,0,19580,22307.7,27139.85,21879.99,0.89,0,10,0,0,0,0,0,0,1,1,0,0,27,23,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.19,2.49,3.13,1000.22,1000.36,1000.39,1000.34,1000.22,1000.42,1000.46,1000.44,1000.37,1000.39,2,2,3.9,0.77,2.3,2,0,0.68,3.46,7.65,10.16,13.34
 2022/11/09-22:45,3597,3598,3591,3595,18303,3594.88,3586.47,3571.86,3562.9,3551.38,0,0,0,0,0,0,0,0,0,18303,22316.1,27366,21710.45,0.84,0,9,0,0,0,0,0,0,1,1,0,0,28,24,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,4.1,2.51,3.23,1000.01,1000.25,1000.33,1000.31,1000.21,1000.35,1000.42,1000.42,1000.36,1000.11,4,1,3.85,0.52,1.95,2,0,-0.12,2.38,6.48,9.01,12.28
 2022/11/09-22:50,3595,3596,3589,3594,12872,3594.71,3587.19,3572.94,3563.92,3552.09,0,0,0,0,0,0,0,0,0,12872,20367.9,27459.63,21568.63,0.6,0,8,0,0,0,0,0,0,1,1,0,0,29,25,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,4,2.53,3.32,999.95,1000.2,1000.3,1000.29,1000.2,1000.18,1000.33,1000.37,1000.33,999.98,5,1,3.85,0.26,1.6,2.05,0,-0.31,1.9,5.9,8.44,11.8
 2022/11/09-22:55,3595,3596,3591,3594,9233,3594.57,3587.84,3573.96,3564.91,3552.78,0,0,0,0,0,0,0,0,0,9233,19484.1,27233.53,21429.13,0.43,0,7,0,0,0,0,0,0,1,1,0,0,30,26,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,3.89,2.54,3.4,999.96,1000.18,1000.29,1000.28,1000.2,1000.03,1000.25,1000.33,1000.3,999.96,3,1,3.45,0.29,1.6,2.2,0,-0.24,1.72,5.61,8.16,11.6
 2022/11/09-23:00,3593,3595,3590,3592,20920,3594.05,3588.24,3574.84,3565.79,3553.43,0,0,0,0,0,0,0,0,0,20920,20158.1,27389.78,21425.07,0.98,1,6,0,0,0,0,1,0,1,1,0,0,31,27,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,3.76,2.54,3.47,999.86,1000.11,1000.25,1000.25,1000.18,999.94,1000.19,1000.29,1000.28,999.91,2,2,3.35,0.3,1.65,2.1,0,-0.62,1.05,4.8,7.35,10.85
 2022/11/09-09:05,3588,3591,3577,3590,66228,3593.24,3588.4,3575.58,3566.59,3554.03,0,0,0,0,0,0,0,0,0,66228,25869.2,28262.88,21865.09,3.03,0,7,0,1,0,0,0,1,0,1,0,0,32,28,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.37,3.59,2.52,3.52,999.77,1000.05,1000.21,1000.22,1000.17,999.89,1000.13,1000.26,1000.26,999.82,11,1,3.3,0.61,1.6,2.6,2,-0.92,0.44,4.03,6.56,10.12
 2022/11/09-09:10,3590,3591,3582,3583,16761,3591.19,3587.89,3575.95,3567.13,3554.51,1,0,1,0,0,0,0,0,0,16761,26582.2,28240.05,21911.97,0.76,0,7,0,0,0,0,0,0,1,1,0,0,33,29,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.87,3.35,2.47,3.54,999.43,999.86,1000.1,1000.15,1000.13,999.76,1000.05,1000.21,1000.22,999.6,1,1,3.2,2.19,1.65,2.65,0,-2.23,-1.36,1.97,4.45,8.01
 2022/11/09-09:15,3583,3583,3574,3576,26569,3588.15,3586.76,3575.95,3567.42,3554.87,0,0,0,0,0,0,0,0,0,26569,27984.7,28679.18,22047.18,1.21,0,6,0,0,0,0,0,1,0,1,0,0,34,30,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26,3.03,2.39,3.52,999.15,999.68,1000,1000.08,1000.1,999.55,999.92,1000.14,1000.18,999.29,2,0,3.4,2.06,1.5,2.75,0,-3.25,-3,0.01,2.41,5.94
 2022/11/09-09:20,3576,3579,3574,3578,19423,3586.12,3585.92,3576.05,3567.76,3555.25,0,0,0,0,0,0,0,0,0,19423,26547.6,28979.3,22104.82,0.88,0,5,0,0,0,0,0,0,1,1,0,0,0,31,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,2.77,2.32,3.51,999.43,999.77,1000.03,1000.1,1000.11,999.45,999.84,1000.08,1000.14,999.29,2,1,3.2,0.63,1.4,2.8,0,-2.1,-2.21,0.55,2.87,6.4
 2022/11/09-09:25,3579,3583,3574,3574,18319,3583.7,3584.79,3575.95,3567.97,3555.56,0,0,0,0,0,0,0,0,0,18319,22820.8,28911.4,22135.52,0.83,0,4,0,0,0,0,0,0,1,1,0,0,0,32,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,2.48,2.24,3.48,999.32,999.68,999.97,1000.06,1000.09,999.34,999.75,1000.03,1000.1,999.38,0,4,3.05,1.64,1.6,2.7,0,-2.5,-3.01,-0.54,1.69,5.19
 2022/11/09-09:30,3574,3578,3574,3578,8664,3582.56,3584.14,3576.05,3568.3,3555.93,0,0,0,0,0,0,0,0,0,8664,21729.2,28630.4,22137.3,0.39,0,4,0,0,0,0,0,0,1,1,0,0,0,33,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64,2.27,2.17,3.47,999.68,999.82,1000.03,1000.09,1000.1,999.4,999.74,1000.01,1000.08,999.5,0,0,3,1.33,1.6,2.6,0,-1.08,-1.71,0.55,2.72,6.21
 2022/11/09-09:35,3578,3584,3576,3579,15126,3581.85,3583.65,3576.19,3568.65,3556.31,0,0,0,0,0,0,0,0,0,15126,21411.5,28717.7,22160.21,0.68,0,4,0,0,0,0,0,0,1,1,0,0,0,34,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68,2.09,2.11,3.46,999.8,999.86,1000.04,1000.1,1000.11,999.56,999.78,1000.02,1000.09,999.74,2,5,2.7,0.37,1.8,2.7,0,-0.62,-1.3,0.79,2.9,6.38
 2022/11/09-09:40,3579,3581,3575,3575,9243,3580.48,3582.83,3576.13,3568.86,3556.62,0,0,0,0,0,0,0,0,0,9243,21048.6,28491.5,22132.7,0.42,0,3,0,0,0,0,0,0,1,1,0,0,0,35,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84,1.88,2.04,3.43,999.62,999.77,999.98,1000.06,1000.09,999.61,999.78,1000.01,1000.08,999.71,0,2,2.8,1.43,1.8,2.5,0,-1.35,-2.18,-0.32,1.72,5.17
 2022/11/09-09:45,3576,3579,3573,3577,14107,3579.78,3582.27,3576.18,3569.12,3556.96,0,0,0,0,0,0,0,0,0,14107,21536,28285.7,22141.82,0.64,0,3,0,0,0,0,0,0,1,1,0,0,0,36,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,1.71,1.98,3.41,999.81,999.85,1000.01,1000.07,1000.09,999.73,999.82,1000.02,1000.08,999.71,3,2,2.75,0.36,1.75,2.65,0,-0.62,-1.47,0.23,2.21,5.63
 2022/11/09-09:50,3576,3582,3575,3581,10980,3580.03,3582.15,3576.41,3569.51,3557.36,0,0,0,0,0,0,0,0,0,10980,20542,28248.78,22032.42,0.5,0,3,0,0,0,0,0,0,1,1,0,0,0,37,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.71,1.61,1.93,3.41,1000.07,999.97,1000.07,1000.11,1000.11,999.82,999.86,1000.03,1000.09,999.94,1,1,2.85,1.75,1.75,2.55,0,0.39,-0.32,1.28,3.22,6.65
 2022/11/09-09:55,3581,3581,3576,3577,7241,3579.42,3581.66,3576.44,3569.76,3557.68,0,0,0,0,0,0,0,0,0,7241,14643.3,27601.38,21958.05,0.33,0,3,0,0,0,0,0,0,0,1,0,0,0,38,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,1.46,1.87,3.38,999.83,999.86,1000.01,1000.07,1000.09,999.83,999.86,1000.02,1000.08,999.95,1,0,3,1.33,1.7,2.5,0,-0.57,-1.3,0.16,2.03,5.43
