time,open,high,low,close,amount,ma0,ma1,ma2,ma3,ma4,volume,mavol1,mavol2,mavol3,VOL1.LB,VOL1.FZFL,VOL1.分布,VOL1.,VOL1.,VOL1.,VOL1.,VOL1.,LH_RQ.REDIAN,LH_RQ.GWANG,LH_RQ.FL,LH_RQ.SL,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头,LH_KL.空头,LH_KL.靠拢,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4,LH_KT.抽MA3,LH_KT.抽MA2,LH_KT.抽MA1,LH_KT.超买,LH_KT.超买L,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势,DF01,DF12,DF23,DF34,SLP0,SLP1,SLP2,SLP3,SLP4,MS0,MS1,MS2,MS3,MS0_HT,LH_ZDF.LS,LH_ZDF.US,LH_ZDF.MAB,LH_ZDF.ZFS,LH_ZDF.MA_US,LH_ZDF.MA_LS,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0,LH_ZDF.BIAS1,LH_ZDF.BIAS2,LH_ZDF.BIAS3,LH_ZDF.BIAS4,LH_SIGNAL.B,LH_SIGNAL.S
2022/10/11-14:00,3793,3802,3791,3801,17315,3799.67,3809.18,3821.8,3830.47,3844.2,17315,27800.1,22864.47,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.48,-3.3,-2.26,-3.58,1000.04,999.77,999.72,999.74,999.81,999.66,999.6,999.63,999.68,999.78,2,1,3.95,2.03,1.85,2.1,,0.35,-2.15,-5.44,-7.69,-11.24,0,0
2022/10/11-14:05,3800,3804,3798,3799,17825,3799.52,3808.21,3820.69,3829.44,3843.46,17825,26908.1,23094.3,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,-2.27,-3.26,-2.28,-3.66,999.92,999.75,999.71,999.73,999.81,999.75,999.65,999.66,999.7,999.98,1,4,3.95,0.25,1.9,2.1,,-0.14,-2.42,-5.68,-7.95,-11.57,0,1
2022/10/11-14:10,3799,3801,3793,3793,14623,3798.07,3806.76,3819.34,3828.24,3842.62,14623,24148.2,23049.75,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.27,-3.29,-2.33,-3.76,999.62,999.62,999.65,999.69,999.78,999.78,999.67,999.67,999.7,999.77,0,2,4,1.5,1.8,2.1,,-1.34,-3.61,-6.9,-9.21,-12.91,0,0
2022/10/11-14:15,3793,3795,3767,3770,105363,3791.83,3803.26,3816.93,3826.33,3841.42,105363,32197,25130.65,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.99,-3.57,-2.46,-3.94,998.49,999.08,999.37,999.5,999.69,999.52,999.55,999.61,999.66,999.06,3,2,5,4.6,1.85,2.1,0,-5.76,-8.75,-12.3,-14.72,-18.59,0,0
2022/10/11-14:20,3770,3771,3763,3770,63236,3786.98,3800.09,3814.64,3824.49,3840.24,63236,35647.8,26259.38,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-3.43,-3.8,-2.57,-4.12,998.79,999.17,999.4,999.52,999.69,999.21,999.4,999.53,999.61,998.64,7,1,4.85,0,1.85,2.25,2,-4.48,-7.92,-11.7,-14.25,-18.29,0,0
2022/10/11-14:25,3770,3784,3769,3782,47331,3785.88,3798.37,3813.05,3823.09,3839.28,47331,34545.3,26977.78,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-3.27,-3.84,-2.63,-4.23,999.66,999.55,999.58,999.64,999.75,999.14,999.35,999.5,999.59,999.23,1,2,5.3,2.26,1.9,2.3,0,-1.02,-4.31,-8.14,-10.75,-14.92,0,0
2022/10/11-14:30,3781,3784,3775,3780,25718,3784.57,3796.62,3811.44,3821.68,3838.3,25718,34862.3,27470.35,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-3.15,-3.88,-2.68,-4.35,999.62,999.54,999.58,999.63,999.74,999.14,999.33,999.48,999.57,999.64,5,3,5.25,0.19,2.05,2.4,0,-1.21,-4.38,-8.25,-10.91,-15.19,0,0
2022/10/11-14:35,3779,3783,3776,3782,18061,3784,3795.23,3810,3820.38,3837.37,18061,34106.2,27462.32,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.94,-3.87,-2.72,-4.45,999.81,999.63,999.62,999.66,999.76,999.47,999.47,999.55,999.61,999.72,3,1,5.25,0.57,2,2.45,0,-0.53,-3.49,-7.35,-10.05,-14.43,0,0
2022/10/11-14:40,3782,3783,3772,3775,18248,3782,3793.3,3808.29,3818.89,3836.34,18248,34408.1,26204.07,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.96,-3.93,-2.78,-4.57,999.47,999.49,999.55,999.61,999.73,999.64,999.55,999.58,999.63,999.64,3,1,5.5,1.27,1.95,2.55,0,-1.85,-4.82,-8.74,-11.49,-15.99,0,0
2022/10/11-14:45,3775,3777,3770,3772,15084,3779.78,3791.27,3806.52,3817.36,3835.27,15084,34280.4,25690.63,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-3.01,-4,-2.84,-4.69,999.42,999.47,999.54,999.6,999.72,999.58,999.53,999.57,999.62,999.45,2,2,5.15,0.58,1.95,2.65,0,-2.06,-5.08,-9.07,-11.88,-16.5,0,0
2022/10/11-14:50,3771,3777,3770,3773,16261,3778.27,3789.53,3804.89,3815.9,3834.24,16261,34175,25253.65,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.95,-4.02,-2.89,-4.81,999.59,999.54,999.57,999.62,999.73,999.57,999.53,999.57,999.62,999.5,1,4,5.1,0.39,2.1,2.45,0,-1.4,-4.36,-8.38,-11.24,-15.97,0,0
2022/10/11-14:55,3772,3774,3765,3766,31633,3775.54,3787.29,3802.99,3814.27,3833.12,31633,35555.8,25540.9,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-3.08,-4.12,-2.96,-4.94,999.3,999.41,999.5,999.57,999.71,999.45,999.48,999.54,999.6,999.45,1,2,5.15,1.17,2.1,2.45,0,-2.53,-5.62,-9.73,-12.65,-17.51,0,0
2022/10/11-15:00,3766,3776,3766,3774,46402,3775.2,3786.03,3801.58,3812.95,3832.14,46402,38733.7,26065.4,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.84,-4.08,-2.98,-5.03,999.86,999.67,999.63,999.65,999.75,999.54,999.52,999.56,999.61,999.58,0,2,5.4,1.48,2,2.4,0,-0.32,-3.18,-7.25,-10.21,-15.17,0,0
2022/10/12-21:05,3782,3787,3772,3775,69518,3775.16,3784.98,3800.28,3811.7,3831.19,69518,35149.2,26797.1,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.58,-4.02,-3,-5.11,999.94,999.72,999.66,999.67,999.75,999.67,999.58,999.59,999.63,999.9,3,5,5.55,1.26,2.1,2.45,1,-0.04,-2.64,-6.65,-9.63,-14.67,0,0
2022/10/12-21:10,3776,3783,3776,3783,23597,3776.9,3784.79,3799.44,3810.76,3830.4,23597,31185.3,26632.9,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.07,-3.84,-2.97,-5.15,1000.38,999.95,999.78,999.75,999.79,999.87,999.69,999.64,999.66,1000.16,0,0,5.7,1.23,2,2.2,0,1.62,-0.47,-4.33,-7.28,-12.37,0,0
2022/10/12-21:15,3783,3785,3777,3784,15694,3778.48,3784.71,3798.69,3809.88,3829.63,15694,28021.6,26641.65,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.64,-3.67,-2.94,-5.18,1000.36,999.98,999.8,999.77,999.8,1000.14,999.83,999.72,999.71,1000.37,6,1,5.35,0.19,2.05,2.15,0,1.46,-0.19,-3.87,-6.79,-11.92,0,0
2022/10/12-21:20,3784,3787,3783,3784,17656,3779.7,3784.64,3797.97,3809.03,3828.88,17656,27215.4,26530.88,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3,-3.5,-2.9,-5.21,1000.28,999.98,999.81,999.78,999.8,1000.24,999.91,999.76,999.74,1000.32,1,3,5.1,0,2.15,2.15,0,1.14,-0.17,-3.68,-6.57,-11.72,0,0
2022/10/12-21:25,3785,3786,3775,3776,16380,3778.88,3783.82,3796.9,3807.95,3828,16380,27047.3,26532.82,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3,-3.43,-2.9,-5.27,999.8,999.78,999.72,999.72,999.77,1000.21,999.92,999.78,999.75,1000.04,1,1,5.3,1.7,2.1,2.2,0,-0.76,-2.07,-5.5,-8.39,-13.58,0,1
2022/10/12-21:30,3776,3778,3776,3777,8938,3778.46,3783.17,3795.93,3806.94,3827.16,8938,26116.3,26372.8,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,-3.35,-2.89,-5.31,999.9,999.83,999.74,999.73,999.78,1000.09,999.89,999.77,999.75,999.85,0,1,5.3,0.19,2.05,2.1,0,-0.39,-1.63,-4.99,-7.86,-13.11,0,0
2022/10/12-21:35,3777,3777,3767,3767,23065,3775.92,3781.63,3794.52,3805.63,3826.17,23065,26914.4,26438.7,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5,-3.39,-2.92,-5.4,999.39,999.59,999.63,999.66,999.74,999.84,999.8,999.73,999.72,999.64,0,0,5.75,1.74,1.9,2,0,-2.36,-3.87,-7.25,-10.15,-15.46,0,0
2022/10/12-21:40,3766,3768,3756,3757,46525,3771.71,3779.29,3792.69,3804.03,3825.02,46525,29940.8,27338.47,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99,-3.52,-2.98,-5.52,998.98,999.38,999.52,999.58,999.7,999.52,999.65,999.65,999.67,999.18,1,2,5.8,1.55,1.95,1.95,0,-3.9,-5.9,-9.41,-12.36,-17.78,0,0
2022/10/12-21:45,3757,3764,3753,3755,29560,3768,3776.97,3790.85,3802.42,3823.86,29560,29733.5,27833.1,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.36,-3.65,-3.04,-5.64,999.08,999.39,999.52,999.58,999.7,999.34,999.55,999.6,999.64,999.03,2,7,5.85,0.34,2.1,2,0,-3.45,-5.82,-9.46,-12.47,-18.01,0,0
2022/10/12-21:50,3755,3762,3754,3762,17375,3766.67,3775.55,3789.44,3801.1,3822.84,17375,26830.8,27959.03,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34,-3.66,-3.07,-5.72,999.63,999.62,999.63,999.65,999.73,999.27,999.5,999.57,999.62,999.36,1,0,5.9,1.19,2,2.05,0,-1.24,-3.59,-7.24,-10.29,-15.92,0,0
2022/10/12-21:55,3762,3763,3757,3758,12581,3764.74,3773.88,3787.91,3799.69,3821.77,12581,21137.1,27831.47,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-3.69,-3.1,-5.81,999.49,999.56,999.6,999.63,999.72,999.3,999.49,999.56,999.61,999.56,1,1,4.95,0.81,1.95,1.95,0,-1.79,-4.21,-7.9,-10.97,-16.69,0,0
2022/10/12-22:00,3759,3759,3749,3750,38928,3761.46,3771.6,3786.06,3798.06,3820.58,38928,22670.2,28549.15,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67,-3.81,-3.16,-5.93,999.17,999.4,999.51,999.57,999.69,999.34,999.49,999.56,999.61,999.33,1,0,5.4,1.67,1.9,1.65,0,-3.05,-5.73,-9.52,-12.65,-18.47,0,0
2022/10/12-22:05,3751,3751,3741,3743,42649,3757.36,3768.88,3783.96,3796.25,3819.3,42649,25365.7,29408.38,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03,-3.97,-3.24,-6.07,998.96,999.28,999.45,999.52,999.66,999.31,999.46,999.55,999.59,999.07,2,0,5.2,1.54,1.8,1.7,0,-3.82,-6.87,-10.82,-14.03,-19.98,0,0
2022/10/12-22:10,3744,3744,3735,3738,47277,3753.06,3765.94,3781.71,3794.34,3817.96,47277,28327.8,30442.72,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.39,-4.16,-3.33,-6.22,998.9,999.22,999.41,999.5,999.65,999.13,999.36,999.49,999.56,998.93,3,0,5.45,1.1,1.65,1.6,0,-4.01,-7.42,-11.56,-14.85,-20.94,0,0
2022/10/12-22:15,3738,3738,3717,3721,76755,3745.93,3761.66,3778.75,3791.94,3816.36,76755,34365.3,32136.53,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15,-4.51,-3.48,-6.44,998.22,998.86,999.22,999.37,999.58,998.81,999.19,999.4,999.49,998.56,4,0,6.15,2.76,1.6,1.65,0,-6.66,-10.81,-15.28,-18.71,-24.99,0,0
2022/10/12-22:20,3721,3730,3719,3725,48596,3741.28,3758.17,3776.13,3789.74,3814.85,48596,38331.1,33062.35,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.45,-4.74,-3.59,-6.62,998.78,999.07,999.31,999.42,999.6,998.72,999.11,999.34,999.45,998.5,2,5,6,0.67,1.8,1.6,1,-4.35,-8.83,-13.54,-17.08,-23.55,0,0
2022/10/12-22:25,3725,3740,3724,3738,44416,3740.55,3756.25,3774.27,3788.05,3813.58,44416,40466.2,33154.43,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.14,-4.76,-3.64,-6.74,999.72,999.49,999.51,999.55,999.67,998.91,999.16,999.36,999.46,999.25,1,2,6.5,2,1.8,1.55,0,-0.68,-4.86,-9.61,-13.21,-19.82,0,0
2022/10/12-22:30,3738,3742,3731,3734,36927,3739.1,3754.13,3772.31,3786.27,3812.26,36927,39506.4,32855.57,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.97,-4.8,-3.69,-6.86,999.56,999.44,999.48,999.53,999.66,999.07,999.22,999.38,999.47,999.64,3,4,6.6,0.61,1.8,1.65,1,-1.36,-5.36,-10.15,-13.81,-20.53,0,0
2022/10/12-22:35,3733,3742,3727,3740,33065,3739.3,3752.78,3770.73,3784.76,3811.07,33065,39856.9,33013.57,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56,-4.74,-3.71,-6.95,999.97,999.64,999.58,999.6,999.69,999.51,999.41,999.47,999.53,999.77,6,2,6.65,1.05,1.8,1.9,0,0.19,-3.41,-8.15,-11.83,-18.65,0,0
2022/10/12-22:40,3739,3740,3731,3733,13853,3737.9,3750.9,3768.89,3783.06,3809.78,13853,39504.7,32304.35,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44,-4.76,-3.75,-7.06,999.6,999.5,999.51,999.55,999.66,999.71,999.52,999.52,999.56,999.79,2,1,6.55,0.92,1.75,2,0,-1.31,-4.77,-9.52,-13.23,-20.15,0,0
2022/10/12-22:45,3734,3741,3733,3736,13123,3737.48,3749.48,3767.29,3781.52,3808.56,13123,39558.9,32010.55,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17,-4.71,-3.76,-7.15,999.84,999.62,999.57,999.59,999.68,999.74,999.55,999.54,999.57,999.72,1,5,6.3,0.32,1.75,1.9,0,-0.39,-3.59,-8.3,-12.04,-19.05,0,0
2022/10/12-22:50,3735,3737,3732,3737,9655,3737.37,3748.29,3765.81,3780.06,3807.37,9655,36631.6,31533.72,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89,-4.63,-3.77,-7.23,999.93,999.68,999.61,999.61,999.69,999.84,999.61,999.57,999.59,999.88,3,0,6.05,0.33,1.75,2.05,0,-0.1,-3.01,-7.65,-11.39,-18.48,0,0
2022/10/12-22:55,3736,3737,3732,3736,6408,3737.07,3747.12,3764.35,3778.61,3806.19,6408,33007.5,30235.03,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66,-4.56,-3.77,-7.3,999.89,999.69,999.61,999.62,999.69,999.82,999.62,999.58,999.59,999.91,4,1,6,0,1.75,1.95,0,-0.29,-2.97,-7.53,-11.28,-18.44,0,0
2022/10/12-23:00,3735,3737,3734,3735,17077,3736.61,3745.97,3762.92,3777.18,3805.02,17077,29987.5,30098.25,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48,-4.49,-3.78,-7.37,999.86,999.69,999.62,999.62,999.69,999.88,999.67,999.6,999.61,999.87,1,2,6,0,1.7,1.95,0,-0.43,-2.93,-7.42,-11.17,-18.4,0,0
2022/10/12-09:05,3734,3740,3724,3727,39335,3734.47,3744.16,3761.17,3775.54,3803.73,39335,26245.5,30441.07,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57,-4.51,-3.81,-7.47,999.46,999.52,999.53,999.56,999.66,999.78,999.65,999.59,999.6,999.66,3,6,5.9,1.19,1.95,2.05,0,-2,-4.58,-9.08,-12.86,-20.17,0,0
2022/10/12-09:10,3726,3727,3714,3720,53513,3731.26,3741.86,3759.16,3773.72,3802.34,53513,26737.2,31398.18,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.81,-4.59,-3.86,-7.59,999.19,999.39,999.47,999.52,999.64,999.6,999.57,999.56,999.58,999.32,6,1,6.15,0.98,1.95,2.35,1,-3.02,-5.84,-10.42,-14.23,-21.66,0,0
2022/10/12-09:15,3719,3729,3717,3728,30035,3730.53,3740.54,3757.64,3772.22,3801.11,30035,25299.1,31740.03,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.65,-4.53,-3.86,-7.66,999.78,999.65,999.6,999.6,999.68,999.57,999.56,999.55,999.58,999.49,2,1,6.1,1.48,2,2.45,0,-0.68,-3.35,-7.89,-11.72,-19.23,0,0
2022/10/12-09:20,3728,3728,3718,3721,25475,3728.41,3738.68,3755.85,3770.54,3799.79,25475,24153.9,31944.03,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72,-4.56,-3.89,-7.76,999.45,999.5,999.52,999.55,999.65,999.47,999.51,999.53,999.56,999.62,3,0,6,1.17,1.9,2.55,0,-1.99,-4.73,-9.28,-13.14,-20.74,0,0
2022/10/12-09:25,3721,3733,3721,3733,21400,3729.43,3738.14,3754.74,3769.31,3798.69,21400,22987.4,32033.4,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.31,-4.4,-3.87,-7.79,1000.2,999.86,999.7,999.67,999.71,999.66,999.6,999.57,999.59,999.83,0,0,6.5,1.85,1.55,2.45,0,0.96,-1.37,-5.79,-9.63,-17.29,0,0
2022/10/12-09:30,3733,3734,3728,3730,20373,3729.56,3737.36,3753.53,3768.02,3797.55,20373,23639.4,32177.15,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07,-4.29,-3.84,-7.84,1000,999.79,999.68,999.66,999.7,999.86,999.7,999.63,999.62,1000.1,2,1,6.3,0.48,1.6,2.5,0,0.12,-1.97,-6.27,-10.09,-17.79,0,0
2022/10/12-09:35,3728,3729,3722,3723,12846,3728.1,3735.99,3752.04,3766.54,3796.32,12846,23611.7,29864.22,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-4.26,-3.85,-7.91,999.63,999.63,999.6,999.61,999.68,999.82,999.7,999.63,999.62,999.81,1,1,6.35,0.79,1.6,2.5,0,-1.37,-3.48,-7.74,-11.56,-19.31,0,1
2022/10/12-09:40,3723,3724,3721,3722,10220,3726.75,3734.66,3750.58,3765.08,3795.09,10220,23668.2,28538.82,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-4.23,-3.85,-7.97,999.65,999.64,999.61,999.61,999.68,999.87,999.73,999.65,999.64,999.64,1,1,5.95,0.17,1.65,2.5,0,-1.27,-3.39,-7.62,-11.44,-19.26,0,0
2022/10/12-09:45,3722,3734,3722,3732,23255,3727.91,3734.41,3749.67,3764,3794.05,23255,25352.9,27936.93,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.73,-4.06,-3.81,-7.98,1000.25,999.93,999.76,999.71,999.73,999.88,999.75,999.66,999.65,999.95,0,2,6.05,1.65,1.75,2.4,0,1.1,-0.64,-4.71,-8.5,-16.35,0,0
2022/10/12-09:50,3732,3733,3726,3731,11628,3728.6,3734.08,3748.76,3762.92,3793.01,11628,24808,27584.68,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.46,-3.9,-3.76,-8,1000.15,999.91,999.76,999.71,999.73,999.92,999.78,999.68,999.66,1000.2,5,1,5.8,0.17,1.8,2.5,0,0.64,-0.83,-4.74,-8.48,-16.35,0,0
2022/10/12-09:55,3731,3735,3725,3728,14282,3728.47,3733.5,3747.75,3761.77,3791.93,14282,22302.7,27490.2,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34,-3.79,-3.73,-8.02,999.96,999.84,999.73,999.7,999.72,1000,999.83,999.71,999.68,1000.05,3,4,5.1,0.59,2,2.45,0,-0.12,-1.47,-5.27,-8.98,-16.86,0,1
2022/10/12-10:00,3727,3728,3722,3723,10145,3727.25,3732.5,3746.54,3760.5,3790.79,10145,17965.9,27287.63,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,-3.73,-3.71,-8.06,999.7,999.73,999.68,999.66,999.7,1000.02,999.86,999.73,999.7,999.83,1,1,5.1,0.78,1.8,2.4,0,-1.14,-2.55,-6.28,-9.97,-17.88,0,0
2022/10/12-10:05,3723,3727,3720,3724,21187,3726.53,3731.69,3745.44,3759.3,3789.69,21187,17081.1,27440.2,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37,-3.66,-3.69,-8.08,999.81,999.78,999.71,999.68,999.71,999.9,999.82,999.72,999.69,999.76,3,3,4.5,0.22,1.85,2.5,1,-0.68,-2.06,-5.72,-9.39,-17.33,0,0
2022/10/12-10:10,3724,3726,3717,3718,14695,3724.63,3730.39,3744.1,3757.95,3788.5,14695,16003.1,27401.05,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53,-3.65,-3.68,-8.13,999.53,999.65,999.64,999.64,999.69,999.75,999.75,999.69,999.67,999.67,1,2,4.6,1.3,1.75,2.4,0,-1.78,-3.32,-6.97,-10.63,-18.61,0,0
2022/10/12-10:15,3717,3722,3711,3717,32339,3722.94,3729.11,3742.78,3756.61,3787.32,32339,17097,27418.7,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.64,-3.64,-3.68,-8.18,999.57,999.66,999.65,999.64,999.69,999.65,999.71,999.67,999.66,999.55,6,5,4.25,0,1.9,2.4,2,-1.59,-3.25,-6.89,-10.54,-18.57,0,0
2022/10/12-10:35,3717,3721,3714,3716,23304,3721.4,3727.87,3741.47,3755.28,3786.14,23304,17390.1,26841.25,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.72,-3.62,-3.68,-8.22,999.6,999.67,999.65,999.65,999.69,999.63,999.69,999.66,999.65,999.58,2,4,4,0.25,2.05,2.4,1,-1.45,-3.18,-6.81,-10.46,-18.53,0,0
2022/10/12-10:40,3716,3727,3716,3722,19882,3721.53,3727.31,3740.52,3754.18,3785.08,19882,18093.7,25600.35,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54,-3.52,-3.64,-8.23,1000,999.85,999.75,999.71,999.72,999.68,999.71,999.67,999.66,999.8,0,5,4.2,1.43,2.05,2.35,0,0.13,-1.42,-4.95,-8.57,-16.67,0,0
2022/10/12-10:45,3722,3725,3715,3716,13493,3720.3,3726.23,3739.33,3752.93,3783.94,13493,18421,25347.75,,,0,,0,0,0,0,0,,,,,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58,-3.49,-3.63,-8.26,999.68,999.71,999.68,999.67,999.7,999.71,999.72,999.68,999.67,999.84,1,3,4.4,1.36,2.2,2.25,0,-1.16,-2.75,-6.24,-9.84,-17.95,0,1
